study_hours,attendance_percentage,previous_grade,parental_education,internet_access,extracurricular_activity,sleep_hours,pass_fail
30.362861273035605,64.58026320255956,39.95269634711461,High School,Yes,Yes,9.169385705499739,1
34.52308936842955,79.31042287146028,33.69781257360217,High School,No,Yes,4.984239682458478,1
2.7962157885370953,55.614195879113765,73.80888364876631,High School,No,No,4.155766110123526,0
26.580466798365485,49.5695357524815,33.81564941896037,High School,Yes,Yes,4.539913338097724,0
12.871797209501022,49.627756856273585,88.55078161632863,Bachelor,Yes,Yes,5.719284391322902,1
32.96829393965359,44.22951673858868,65.83570414773494,High School,No,Yes,9.833558810450263,1
10.36958859223959,51.13880229407458,66.89053372070737,PhD,Yes,Yes,7.35109691896495,1
35.16501142891836,79.8531630993381,69.31161553985359,PhD,No,No,6.239570392175613,1
20.563296622425796,92.90143671061048,41.95695944143475,Master,Yes,Yes,9.332296567676478,1
46.96303945936326,88.84754113546971,43.83832121801413,High School,Yes,No,6.718817988870998,1
8.601005319007676,81.10805859246904,52.31721260111033,PhD,No,Yes,5.891431770406127,0
18.37118485041241,46.62591180466616,71.5447491075296,PhD,No,Yes,9.647317172473944,0
7.446729019548275,57.35124677775699,44.708244315815016,PhD,No,No,9.097105997156067,0
46.38529367737101,58.58841251934814,38.143220899328284,Bachelor,Yes,No,9.062010252516647,1
44.11228896228709,54.997416783857275,97.90818204929025,High School,Yes,Yes,7.073708458301279,1
14.38119813032747,70.90033958258338,31.538727036673603,Bachelor,Yes,Yes,8.73663039289273,0
33.6792342096406,72.13322889278035,86.18881837352151,Bachelor,No,No,5.0761201555873114,1
41.22666560965836,61.41315851026661,85.16246047025155,PhD,Yes,Yes,7.439337745337462,1
28.64963895677419,61.22734952418616,50.80498796915672,PhD,Yes,Yes,9.903075537085275,1
27.423227761088313,89.71333587436487,39.49386312051194,Master,No,No,5.74575058310777,1
13.60890996322168,87.35757089918113,40.19400526937964,High School,Yes,Yes,8.76611397548605,0
6.468932854683162,58.46774990084474,78.82021320660348,High School,Yes,Yes,6.942870443248403,0
45.06635638175968,94.82730663239556,74.99646137603216,PhD,No,Yes,4.238834099332524,1
45.220066743839865,97.16890102015037,84.79219719759706,PhD,No,Yes,8.578116386894004,1
32.38886994911686,59.60455252180245,95.62368206793732,High School,No,Yes,5.011414866352677,1
18.27342997033763,61.26549692758329,78.43491542866144,Master,No,No,7.788841402796501,1
18.762059581407723,70.33804920531753,40.90960755860104,PhD,No,Yes,4.513985164281838,0
36.84587258577149,96.46724875202041,47.04098317357875,Master,No,No,9.68120438497579,1
45.0612924777237,92.57916598853869,88.95356116111802,Bachelor,No,No,5.7503433230821654,1
44.58014836472563,46.154077755015386,44.6514253083946,PhD,No,Yes,5.3587881500643695,1
39.43402620116595,63.56384459628497,35.076562186813696,Bachelor,No,No,4.774818424398006,1
32.817519015405814,73.20227138498632,79.22960378295753,PhD,Yes,Yes,9.676013160034287,1
6.038718319762344,70.1879483530924,58.17684488430994,Bachelor,No,No,8.27142245464783,0
9.75817827654146,51.63178407621356,94.40280367821325,PhD,No,No,8.449965332308532,1
45.130601049299806,91.52900627008928,75.51785497655631,Master,Yes,No,6.996427368281467,1
31.108594863660315,80.61644697981023,36.32932844541625,Master,No,Yes,6.848366711622901,1
2.441458477598223,90.27450249110822,96.34995970775626,Master,Yes,No,4.66012745794886,1
6.870634057569541,91.52585676096834,48.09900845481721,Bachelor,Yes,No,7.35904657350395,1
33.84808491718668,84.90135121994439,53.604874328440005,Master,No,No,5.481498970652742,1
2.242956024618497,66.35263607498304,58.15822895784794,Bachelor,Yes,Yes,9.862871996802435,0
9.718786468039935,76.63280530092547,33.585700748301925,PhD,No,Yes,8.779485640090885,0
28.339221889596132,49.62192436718459,64.75607955614234,Bachelor,No,No,6.4779523611573255,1
35.21096948924928,80.41872504849445,38.63229437527046,PhD,Yes,No,4.908047552149198,1
33.29414045612482,50.75519534435685,58.067922868184624,High School,Yes,No,8.711990146832704,1
12.76492685410687,81.63697543060941,54.5496851594459,High School,Yes,No,4.732322602487896,0
36.18460262468172,53.775889645238124,84.09880583985523,High School,No,Yes,5.136002520982423,0
13.387956199846403,47.0530780090132,86.22193581429119,Bachelor,No,Yes,5.269123106465365,1
17.61918551164485,49.91706940857745,40.73890176723616,High School,Yes,Yes,7.341343829638566,0
37.83158744566516,40.11952811314421,55.658583116545834,High School,No,No,8.722339923942197,0
33.1823791542663,83.12437707121182,56.13472127222822,High School,No,Yes,5.8858892723481535,1
42.76272370372054,83.94406294350274,40.598731075525954,PhD,Yes,No,4.508018885651737,1
33.56541883041648,70.89600099479557,85.89174535358333,Master,Yes,No,6.787230781146516,1
29.278812960102638,49.68176806332302,79.50598298347963,Bachelor,Yes,No,8.488661446959613,1
6.496388855748439,45.01326025064139,43.32672504079243,High School,Yes,Yes,5.32998305852433,0
19.650358546852807,41.14773798623722,55.670533601565936,PhD,Yes,No,5.319547288236246,0
14.729713648722822,49.944890617913245,37.406351739955994,Master,Yes,Yes,9.683362164080265,0
13.711502882196012,93.45133209898881,73.97446179651308,Master,Yes,No,9.724922362715066,1
48.704506628117386,54.4922105021009,38.49603471840338,Master,Yes,Yes,9.942794392369459,1
20.8686907840045,61.25627963303294,99.01539180374425,PhD,Yes,No,8.84595760944868,1
44.81823464850144,46.32072906887999,84.64774522815037,High School,Yes,Yes,5.129105015007673,1
32.29465404786862,53.34167828489022,57.31669847087966,Master,No,No,5.271889124795568,1
40.150942569999124,71.15347424681231,70.49947525955481,PhD,No,Yes,6.041351449134352,1
26.126580469049223,76.46516098573915,93.7939271351486,PhD,Yes,No,5.908795188000945,1
29.69138646206524,54.72113884997266,68.78694962770783,Bachelor,No,No,9.739166494468055,1
25.640849303305465,43.46392955350703,42.21489404785686,PhD,No,No,8.734443897290163,0
11.371663414306136,63.46197214764392,56.50923489068116,Master,No,Yes,8.344052752969324,1
36.677701532552256,54.05220225558005,89.02014055208218,Master,No,No,5.115779344348791,1
15.477073397161078,53.17323539378812,75.09491111927325,PhD,No,No,9.457153356173977,1
3.1671663887097843,97.59176816280731,75.55070690336602,Master,No,No,8.967222277037042,1
32.98267020354405,76.97802915554345,90.67750399819424,PhD,Yes,Yes,4.981851047967542,1
10.50131261153835,73.41270659032575,92.57811402237533,Master,Yes,No,9.227021991765834,1
47.14201204893989,64.94650621139931,94.38548002456054,Bachelor,No,No,5.633485218222828,1
47.788571696124194,65.73666000580866,36.63944352772093,High School,No,Yes,4.485218474992636,0
45.91349073058153,72.45430023028484,68.08882013741706,Bachelor,Yes,No,7.94093383908526,1
19.767617612261333,81.78578842216643,81.8356664852823,Bachelor,No,Yes,7.922827956305984,1
2.7419175933856366,82.12876577090977,82.98487915889098,High School,No,No,4.5695920573937086,0
46.55929100421082,50.30163446232697,72.47013413790027,Master,No,Yes,5.913110853619495,1
22.552839119231088,70.00676512459762,41.67511346285719,High School,No,Yes,9.956886773533231,1
48.39943131409614,64.71748570204612,85.8194387759165,PhD,No,Yes,8.07056000205242,1
48.25375890028414,92.23161797616305,80.40779334604619,High School,Yes,No,8.380450999619974,1
42.944453862433285,77.88513527310258,36.02950400843254,Bachelor,Yes,No,5.277503713625834,1
16.13354681934011,71.95024398495892,62.466687727206335,High School,No,Yes,4.472692426023486,1
20.484690972892412,46.923678530735046,42.178417966526254,Master,Yes,No,5.661410138445626,0
42.854560232809135,76.3382733594047,53.62339319990803,Bachelor,No,No,5.4933903111591516,1
17.21225624750133,47.03223434081401,31.26567645439798,PhD,No,Yes,5.407264604488319,0
10.13565184093244,60.232394533945126,58.02309078875308,Master,No,Yes,5.156525931322237,1
28.726460598000806,48.57051788885991,68.49138448093473,Bachelor,No,Yes,7.4485341439324255,1
46.935429159717486,81.52441882146213,73.37078149789608,PhD,No,Yes,5.968620855050931,1
35.409430240398706,52.37512683016916,76.44432415900971,Master,No,No,8.922070090285182,1
29.36293616428952,63.51156239128156,88.5403919171722,PhD,No,No,5.103684507084304,1
6.66447170099689,93.74048665712672,45.0824035093011,High School,No,No,6.787762425211267,0
31.520346881560148,52.25898300393822,38.43372757069275,High School,No,No,4.08194701855648,0
49.52258480500464,70.46830383752675,89.6076020328548,PhD,Yes,No,6.890093934731152,1
8.724032731353153,65.15629966996133,40.962897042485494,High School,No,No,4.335029325258846,0
26.87982331345936,41.08744246274378,98.23320569353368,PhD,Yes,Yes,9.866341071235862,1
44.11390745254186,87.56548681436877,88.97767605790459,Master,Yes,No,8.743552771902477,1
37.556893652201815,44.142754378875985,65.06136241227193,Bachelor,No,No,6.940668859818732,0
35.45675556777286,68.45530125861721,98.69949974454177,PhD,Yes,No,4.519524149076101,1
35.71923603138124,73.640697696337,36.816371037560295,Bachelor,No,Yes,7.554672644742485,1
19.255575258548248,77.70558739687522,51.214603282257116,Bachelor,No,Yes,8.552582504211266,1
16.09240852469568,81.31789775847253,74.67570905284279,PhD,No,No,5.1443035180284715,1
40.849335462968654,55.196343011362906,54.50048079312251,High School,No,Yes,7.409250044724945,0
40.885442944600676,40.59872659950696,94.98607863865543,Master,Yes,Yes,8.885265390297208,1
43.619471291844974,83.40661974129472,34.59382617244723,Bachelor,Yes,No,8.609486665877899,1
45.83554652271062,72.13939596085471,68.45882824426752,Master,No,No,8.817952107202917,1
26.544435145325014,90.16706219243493,71.36063871765802,Bachelor,Yes,No,9.27594054921832,1
26.07278214498558,89.28330177404166,75.69096866440569,PhD,Yes,Yes,9.626092612956821,1
40.31816859040521,90.59957006727299,47.89663563322701,High School,Yes,Yes,6.433126931221215,1
33.19826867733273,69.10567959877241,55.519649926390514,Master,No,No,7.412614615137263,1
35.69441010836976,60.017703750211936,89.05763707654843,Bachelor,Yes,Yes,8.743957156273666,1
40.198048132932854,87.4934921554822,43.645993827911184,PhD,Yes,Yes,8.182838883674698,1
44.720256407243184,67.07764678175529,87.88074930213534,PhD,Yes,Yes,9.973121369586273,1
18.22376752887372,51.006531784206075,69.38587960319197,Bachelor,No,No,4.082065906627864,0
20.027981726717314,91.29844117368846,83.35312578358574,Bachelor,Yes,No,6.1307992918947445,1
6.511133112361712,92.95359260634083,79.952515638443,Bachelor,Yes,No,5.686167557621214,1
29.75744676781635,67.97858536841021,44.52580467694153,High School,No,No,5.573895100993208,0
3.72522914224362,44.54198363858725,69.81689155037111,Bachelor,Yes,No,5.335178694993314,0
24.348704870358088,63.269565395015874,90.74062069635647,Bachelor,No,Yes,8.254743044891374,1
28.046942465963678,88.2122595677562,60.24813657613505,High School,No,Yes,4.508556839651931,1
15.753980102157652,94.10644171277372,97.66135391563218,PhD,No,Yes,8.44965300366003,1
30.359996507312516,52.20836454985575,61.65505700712026,Bachelor,No,Yes,8.16055505209764,0
3.4640119970743726,44.01841672151629,39.99499456675193,Master,No,Yes,5.504824795005378,0
3.792713059962292,92.64102718797032,57.26042760543713,PhD,No,Yes,5.517002698990968,1
41.484826911663596,63.364296338732515,96.6191684473376,Master,Yes,No,7.773163512067013,1
19.289150787740617,72.5056578560538,52.3804594537898,Bachelor,No,No,8.573026632902067,1
8.09890460729047,98.08394872304554,90.7668711906944,High School,Yes,Yes,9.258913678524193,0
27.06767648263061,43.99388367485337,91.68754771773229,High School,Yes,No,9.112837383126855,0
38.95969054873332,78.89908044712573,54.513056703237275,High School,No,Yes,9.789297964983119,1
12.359409319848472,44.446325354492025,35.828036063544246,Bachelor,Yes,Yes,7.488309372019067,0
31.898742839312014,62.52813570799002,80.71905364111728,Bachelor,Yes,No,9.451933368042159,1
6.096678319700864,88.22887271160681,51.80586093097902,Master,Yes,No,8.851079639562464,0
4.4807226160931695,66.00833396533807,84.80465299803006,High School,No,Yes,9.368005745884082,0
27.505022315271106,99.83094123417703,60.98583937823032,Bachelor,Yes,No,4.0697596077122,1
27.950485837285115,73.54355709679612,63.96867196398351,PhD,Yes,Yes,9.795417951194866,1
32.59663527191391,59.269729158157205,84.45365847239758,Bachelor,No,Yes,6.84118097707887,1
36.85238401868776,53.20667955428519,56.765433174313955,Bachelor,Yes,Yes,8.789097937449057,1
48.84089981420166,61.03123205716971,61.01891417260401,PhD,Yes,Yes,4.763224716026685,1
26.782416718457377,62.35199642557305,56.333332813873554,High School,Yes,Yes,6.375646574883844,1
17.501910701179806,44.12282066343766,55.713836069409595,PhD,No,No,5.628763978125946,0
40.16893734889778,62.174451965606394,66.81626038310216,High School,Yes,Yes,5.749952623005623,1
14.999948060579563,67.85431118435349,86.61596111508055,PhD,Yes,No,4.739533719705291,1
23.070628193870533,83.36426513432828,55.323781834579606,Master,No,Yes,8.834582995258042,1
5.765906304428766,79.40376908329648,66.69783043764157,High School,No,No,4.055453887486469,1
3.2168356839419605,82.52593931374926,76.95091278098207,Bachelor,No,Yes,5.875032741911215,1
48.2071239045404,40.50182091261143,48.86076124125585,Master,Yes,No,5.04646325929849,0
